Id,Names,Hair_Color,Gender,Tags
941,Nona,Turquoise Hair,Female,"['Agent of the Afterlife', 'Braids', 'Exotic Eyes', 'Ponytail', 'Suspenders']"
942,Jeremiah GOTTWALD,Turquoise Hair,Male,"['Adult', 'Cruel', 'Gloves', 'Mecha Pilot', 'Military', 'Nobility', 'Racial Purist', 'Ruthless']"
943,Kyouka IZUMI,Purple Hair,Female,"['Hair Antenna', 'Headband', 'Orphan', 'Pigtails', 'Stoic', 'Summoners', 'Superpowers', 'Teenager']"
944,Lyon VASTIA,Grey Hair,Male,"['Big Ego', 'Elemental Powers', 'Ice Powers', 'Magic User']"
945,Midnight,Black Hair,Female,"['Adult', 'Glasses', 'Masks', 'Mole', 'Pervert', 'Superpowers', 'Teacher', 'Whip Wielder']"
946,Robert E. O. SPEEDWAGON,Blonde Hair,Male,"['Hat', 'Scar']"
947,Ikumi MITO,Blonde Hair,Female,"['Choker', 'Cook', 'Dark-skinned', 'Hair Antenna', 'High School Student', 'Scantily-clad', 'Teenager', 'Tsundere', 'Wealthy']"
948,Riko AIDA,Brown Hair,Female,"['Analytical', 'Deadly Chef', 'High School Student', 'Hot-Headed', 'Team Coach', 'Teenager']"
949,England,Blonde Hair,Male,"['Anthropomorphic', 'Deadly Chef', 'Epic Eyebrows', 'Spirit Seer', 'Tsundere']"
950,Susanoo,Blue Hair,Male,"['Cook', 'Facial Hair', 'Horns']"
951,Aoi HYOUDOU,Blue Hair,Male,"['Crossdresser', 'Idol', 'Middle School Student', 'Tailor', 'Teenager']"
952,Keiji AKAASHI,Black Hair,Male,"['Athlete', 'High School Student', 'Stoic', 'Teenager', 'Volleyball Player']"
953,Firo PROCHAINEZO,Brown Hair,Male,"['Gangster', 'Hat', 'Immortal', 'Knife Fighter']"
954,Ryoji FUJIOKA,Brown Hair,Male,"['Adult', 'Bisexual', 'Crossdresser', 'Flamboyant', 'LGBT+', 'Single Parent']"
955,Shalltear BLOODFALLEN,Pink Hair,Female,"['Artificial Intelligence (AI)', 'Gothic Lolita', 'Hair Ribbons', 'Ponytail', 'Snaggletooth', 'Teleportation Powers', 'Vampire']"
956,Izuru KIRA,Blonde Hair,Male,"['Agent of the Afterlife', 'Blinding Bangs', 'Shinigami', 'Sword Fighter']"
957,Puck,Multicolored Hair,Male,"['Elemental Powers', 'Ice Powers', 'Magical Familiar', 'Magic User', 'Piercings']"
958,Kyubey,White Hair,,"['Alien', 'Psychic Powers', 'Stoic', 'Tail']"
959,Hannes,Blonde Hair,Male,"['Adult', 'Cowardly', 'Facial Hair', 'Heavy Drinker', 'Military', 'Sword Fighter']"
960,Feitan PORTOR,Black Hair,Male,"['Sadistic', 'Superpowers', 'Thief']"
961,Ryota SAKAMOTO,Black Hair,Male,"['Adult', 'Analytical', 'Explosives Expert', 'NEET', 'Video Gamer']"
962,Nine,Black Hair,Male,"['Explosives Expert', 'Glasses', 'Hacker', 'Stoic', 'Teenager', 'Terrorist']"
963,Sachiko FUJINUMA,Black Hair,Female,"['Adult', 'Analytical', 'Single Parent', 'Smoker']"
964,Nymph,Blue Hair,Female,"['Android', 'Angel', 'Cape', 'Choker', 'Gloves', 'Musician', 'Pianist', 'Pigtails', 'Rapunzel Hair', 'Robot', 'Tsundere', 'Wings']"
965,Nicolas BROWN,Black Hair,Male,"['Adult', 'Deaf', 'Disabled', 'Mercenary', 'Sword Fighter', 'Tattoo']"
966,Elias AINSWORTH,,Male,"['Darkness Powers', 'Elemental Powers', 'Gloves', 'Horns', 'Magic User', 'Monster', 'Nature Powers', 'Shapeshifter', 'Wealthy']"
967,Perona,Pink Hair,Female,"['Adult', 'Crown', 'Gothic Lolita', 'Pigtails', 'Superpowers']"
968,Tornado of Terror,Green Hair,Female,"['Hot-Headed', 'Psychic Powers', 'Small Stature', 'Superpowers']"
969,Cat Bus,Multicolored Hair,,['Youkai']
970,Ur,Black Hair,Female,"['Adult', 'Elemental Powers', 'Ice Powers', 'Magic User']"
971,Natsuki SHINOMIYA,Blonde Hair,Male,"['Deadly Chef', 'Glasses', 'Idol', 'Musician', 'Violinist']"
972,Karuta ROROMIYA,Pink Hair,Female,"['Big Eater', 'Bodyguard', 'Dandere', 'High School Student', 'Pigtails', 'Stoic', 'Teenager', 'Youkai']"
973,Yun,Brown Hair,Male,"['Big Ego', 'Bookworm', 'Cook', 'Teenager', 'Traveler']"
974,Crocodile,Black Hair,Male,"['Adult', 'Big Ego', 'Earth Powers', 'Elemental Powers', 'Muscular', 'No Eyebrows', 'Piercings', 'Pirate', 'Ruthless', 'Scar', 'Scarf', 'Smoker', 'Superpowers']"
975,Gluttony,,Male,"['Bald', 'Big Eater', 'Big Nose', 'Immortal', 'Overly Long Tongue', 'Overweight', 'Superpowers']"
976,Haruna,Brown Hair,Female,"['Big Eater', 'Frequently-Naked', 'Hair Antenna', 'Magical Girl', 'Oversized Weapon', 'Snaggletooth', 'Teenager', 'Tsundere']"
977,Sabito,Pink Hair,Male,"['Demon Hunter', 'Masks', 'Orphan', 'Scar', 'Sword Fighter']"
978,Hanta SERO,Black Hair,Male,"['High School Student', 'Superpowers', 'Teenager']"
979,Seishirou TSUGUMI,Blue Hair,Female,"['Assassin', 'Bodyguard', 'Gangster', 'Hair Ribbons', 'High School Student', 'Mole', 'Orphan', 'Teenager', 'Tomboy']"
980,Misaki TAKAHASHI,Brown Hair,Male,"['LGBT+', 'Orphan', 'Part Time Employee', 'Uke', 'University Student']"
981,Rei HINO,Black Hair,Female,"['Bossy', 'Elemental Powers', 'Fire Powers', 'Magical Girl', 'Psychic Powers', 'Secret Identity', 'Shrine Maiden', 'Superpowers', 'Teenager', 'Tsundere']"
982,Miyuki TAKARA,Pink Hair,Female,"['Class Representative', 'Clumsy', 'Glasses', 'High School Student', 'Teenager', 'Wealthy']"
983,Tyki MIKK,Black Hair,Male,"['Immortal', 'Mole', 'Piercings', 'Scar', 'Sharp Teeth', 'Smoker']"
984,Black Rabbit,,Female,"['Animal Ears', 'Superpowers', 'Tail']"
985,Moritaka MASHIRO,Blue Hair,Male,"['Artist', 'Hair Antenna', 'Mangaka']"
986,Enju AIHARA,Orange Hair,Female,"['Child', 'Hair Ribbons', 'Pigtails', 'Rosy Cheeks']"
987,Alice NAKIRI,White Hair,Female,"['Bossy', 'Club President', 'Cook', 'High School Student', 'Ojou-sama', 'Teenager', 'Wealthy']"
988,Escanor,Brown Hair,Male,"['Adult', 'Axe Wielder', 'Elemental Powers', 'Facial Hair', 'Light Powers', 'Magic User', 'Magnificent Mustache', 'Tattoo']"
989,William T. SPEARS,Black Hair,Male,"['Agent of the Afterlife', 'Glasses', 'Shinigami']"
990,Mizuki HIMEJI,Pink Hair,Female,"['Deadly Chef', 'High School Student', 'Rosy Cheeks', 'Shy', 'Teenager']"
991,Kite,Animal Lover,,"['Hunter x Hunter', 'Hunter x Hunter (2011)', 'Hunter x Hunter: Jump Super Anime Tour 1998', 'Hunter x Hunter OVA 3: Greed Island Final', 'Hunter x Hunter: Phantom Rouge', 'Hunter x Hunter: The Last Mission']"
992,Misaki NAKAHARA,Black Hair,Female,"['Part Time Employee', 'Teenager']"
993,Chise HATORI,Red Hair,Female,"['Magic User', 'Orphan', 'Sickly', 'Slave', 'Spirit Seer', 'Teenager']"
994,Hiroomi NASE,Black Hair,Male,"['Exorcist', 'Force Field Powers', 'High School Student', 'Scar', 'Scarf', 'Sister Complex', 'Teenager', 'Unconventional Weapon', 'Wealthy']"
995,Sei HANDA,Black Hair,Male,"['Animal Lover', 'Artist', 'Calligrapher', 'Hair Antenna']"
996,Inko MIDORIYA,Green Hair,Female,"['Adult', 'Superpowers']"
997,Present Mic,Blonde Hair,Male,"['Adult', 'Announcer', 'Anti-Gravity Hair', 'Facial Hair', 'Flamboyant', 'Gloves', 'Headphones', 'Hyperactive', 'Sunglasses', 'Superpowers', 'Teacher']"
998,Satoshi ISSHIKI,Brown Hair,Male,"['Cook', 'Frequently-Naked', 'Hair Antenna', 'High School Student', 'Teenager']"
999,Kaien CROSS,Blonde Hair,Male,"['Glasses', 'Single Parent', 'Teacher', 'Vampire Hunter']"
1000,Aoi ASAHINA,Brown Hair,Female,"['Anti-Gravity Hair', 'Athlete', 'Dark-skinned', 'High School Student', 'Ponytail', 'Sweet Tooth', 'Swimmer']"
1001,Yuu KASHIMA,Blue Hair,Female,"['Actor', 'Bifauxnen', 'Flirt', 'High School Student', 'School Idol', 'Teenager', 'Tone Deaf']"
1002,Laura BODEWIG,Grey Hair,Female,"['Eye Patch', 'Foreigner', 'Heterochromia', 'Mecha Pilot', 'Military', 'Transfer Student']"
1003,Najenda,White Hair,Female,"['Adult', 'Artificial Limb', 'Assassin', 'Eye Patch', 'Smoker']"
1004,Izumi AKAZAWA,Brown Hair,Female,"['Hair Ribbons', 'Middle School Student', 'Pigtails', 'Teenager']"
1005,Monokuma,,Male,"['High Stakes Game Master', 'Robot', 'Sadistic', 'School Principal']"
1006,Marian CROSS,Red Hair,Male,"['Adult', 'Demon Hunter', 'Exorcist', 'Facial Hair', 'Flirt', 'Glasses', 'Gunslinger', 'Hat', 'Heavy Drinker', 'Masks', 'Piercings', 'Smoker']"
1007,Hagi,Black Hair,Male,"['Cellist', 'Immortal', 'Knife Fighter', 'Musician', 'Ponytail', 'Vampire']"
1008,Kamui,Orange Hair,Male,"['Alien', 'Bloodthirsty', 'Closed Eyes', 'Hair Antenna', 'Ponytail', 'Space Pirate']"
1009,Ryouko OOKAMI,Brown Hair,Female,"['Athlete', 'Boxer', 'Choker', 'High School Student', 'Snaggletooth', 'Teenager', 'Tsundere']"
1010,Shikaku NARA,Black Hair,Male,"['Adult', 'Analytical', 'Darkness Powers', 'Elemental Powers', 'Facial Hair', 'Ninja', 'Piercings', 'Ponytail', 'Scar']"
1011,Mezo SHOJI,Grey Hair,Male,"['High School Student', 'Masks', 'Superpowers', 'Teenager']"
1012,Botan,Brown Hair,Male,"['Animal', 'Pig']"
1013,Russia,Grey Hair,Male,"['Anthropomorphic', 'Sadistic', 'Scarf']"
1014,Tomonori,Blonde Hair,Female,"['High School Student', 'Ninja', 'Vampire']"
1015,Hitoka YACHI,Blonde Hair,Female,"['High School Student', 'Shy', 'Team Manager', 'Teenager']"
1016,Sadaharu,White Hair,Male,"['Alien', 'Big Eater', 'Deity', 'Dog']"
1017,Walter C. DORNEZ,Black Hair,Male,"['Butler', 'Gloves', 'Monocle', 'Ponytail', 'Razor Floss', 'Vampire Hunter']"
1018,Shino AMAKUSA,Black Hair,Female,"['High School Student', 'Pervert', 'Student Council', 'Teenager']"
1019,Byakuya TOGAMI,Blonde Hair,Male,"['Analytical', 'Big Ego', 'Glasses', 'High School Student', 'Wealthy']"
1020,Neferpitou,White Hair,,"['Animal', 'Insect', 'Superpowers', 'Tail']"
1021,Kenzo TENMA,Black Hair,Male,"['Adult', 'Doctor', 'Foreigner']"
1022,Phil,Brown Hair,Male,"['Child', 'Dark-skinned', 'Orphan', 'Tattoo']"
1023,Kimihiro WATANUKI,Black Hair,Male,"['Cook', 'Cowardly', 'Glasses', 'High School Student', 'Hyperactive', 'Orphan', 'Spirit Seer', 'Teenager']"
1024,Yoh ASAKURA,Brown Hair,Male,"['Eternal Optimist', 'Headphones', 'Spirit Seer', 'Sword Fighter', 'Teenager']"
1025,Kaede AZUSAGAWA,Brown Hair,Female,"['Animal Hood', 'Hair Ribbons', 'Hikikomori', 'Ponytail', 'Teenager']"
1026,Akira MADO,Blonde Hair,Female,"['Adult', 'Braids', 'Detective', 'Police']"
1027,Makoto KINO,Brown Hair,Female,"['Athlete', 'Cook', 'Elemental Powers', 'Lightning Powers', 'Magical Girl', 'Orphan', 'Ponytail', 'Secret Identity', 'Teenager']"
1028,Mei SUNOHARA,Blue Hair,Female,"['Hair Ribbons', 'Pigtails']"
1029,Yuzuki SEO,Brown Hair,Female,"['Airhead', 'High School Student', 'Ponytail', 'Singer', 'Teenager', 'Tomboy']"
1030,Kyousuke KOUSAKA,Black Hair,Male,"['High School Student', 'Sister Complex', 'Teenager']"
1031,Kamajii,,Male,"['Facial Hair', 'Magnificent Mustache', 'Pointy Ears', 'Sunglasses']"
1032,Momo HINAMORI,Black Hair,Female,"['Agent of the Afterlife', 'Elemental Powers', 'Fire Powers', 'Hair Buns', 'Shinigami', 'Sword Fighter']"
1033,Tsubaki SAWABE,Brown Hair,Female,"['Athlete', 'Baseball Player', 'Middle School Student', 'Teenager']"
1034,Ururu TSUMUGIYA,Black Hair,Female,"['Child', 'Pigtails', 'Rosy Cheeks', 'Shy']"
1035,Yuuki KONNO,Purple Hair,Female,"['Armor', 'Hair Antenna', 'Headband', 'Pointy Ears', 'Sword Fighter', 'Teenager', 'Video Gamer', 'Warrior']"
1036,Caesar ZEPPELI,Blonde Hair,Male,"['Adult', 'Big Ego', 'Headband', 'Martial Artist', 'Muscular']"
1037,Karin,Magenta Hair,Female,"['Glasses', 'Ninja']"
1038,Arisu MARESATO,Pink Hair,Female,"['Child', 'Elementary School Student', 'Headband', 'Mole']"
1039,Tifa LOCKHART,Black Hair,Female,"['Adult', 'Martial Artist']"
1040,Shouko KIRISHIMA,Purple Hair,Female,"['Class Representative', 'High School Student', 'Rosy Cheeks', 'Sadistic', 'Teenager']"
1041,Origami TOBIICHI,White Hair,Female,"['Gunslinger', 'High School Student', 'Kuudere', 'Military', 'Stoic', 'Sword Fighter', 'Teenager']"
1042,Houki SHINONONO,Black Hair,Female,"['Hair Ribbons', 'Martial Artist', 'Mecha Pilot', 'Ponytail', 'Sword Fighter', 'Teenager', 'Tsundere']"
1043,Touko FUKAWA,Purple Hair,Female,"['Bookworm', 'Braids', 'Glasses', 'High School Student', 'Masochistic', 'Mole', 'Pigtails', 'Stalker']"
1044,Tetsuya Number 2,Multicolored Hair,Male,"['Animal', 'Dog']"
1045,Mei HATSUME,Pink Hair,Female,"['Exotic Eyes', 'Gloves', 'Goggles', 'High School Student', 'Inventor', 'Superpowers', 'Teenager']"
1046,Tatsuhiro SATO,Black Hair,Male,"['Adult', 'Eye Bags', 'Hikikomori', 'NEET', 'Smoker']"
1047,Alexander ANDERSON,Blonde Hair,Male,"['Bloodthirsty', 'Facial Hair', 'Glasses', 'Gloves', 'Priest', 'Scar', 'Teleportation Powers', 'Vampire Hunter']"
1048,Cornelia LI BRITANNIA,Purple Hair,Female,"['Adult', 'Hot-Headed', 'Mecha Pilot', 'Military', 'Royalty', 'Scarf']"
1049,Alluka ZOLDYCK,Black Hair,Female,"['Child', 'Headband', 'LGBT+', 'Superpowers', 'Transgender']"
1050,Takamatsu,Blue Hair,Male,"['Glasses', 'Muscular']"
1051,Kohaku,Blonde Hair,Female,"['Choker', 'Dual Wielder', 'Knife Fighter', 'Ponytail', 'Shield Wielder', 'Teenager', 'Tomboy']"
1052,Frieza,,Male,"['Alien', 'Big Ego', 'Cruel', 'Ruthless', 'Sadistic', 'Tail', 'Tyrant', 'Warrior']"
1053,Chrome,Brown Hair,Male,"['Headband', 'Scientist', 'Teenager']"
1054,Akira KOGAMI,Pink Hair,Female,"['Hair Antenna', 'Hot-Headed', 'Idol', 'Selfish', 'Teenager']"
1055,Hikari HANAZONO,Black Hair,Female,"['Deadly Chef', 'High School Student', 'Hot-Headed', 'Teenager']"
1056,Kouta,Black Hair,Male,"['Amnesia', 'Teenager', 'University Student']"
1057,Sakaki,Black Hair,Female,"['Animal Lover', 'High School Student', 'Kuudere', 'Shy', 'Teenager']"
1058,Komugi,White Hair,Female,"['Blind', 'Board Game Player', 'Disabled', 'Pigtails', 'Sickly']"
1059,Sting EUCLIFFE,Blonde Hair,Male,"['Elemental Powers', 'Light Powers', 'Magic User', 'Piercings', 'Scar', 'Teenager']"
1060,Kittan BACHIKA,Blonde Hair,Male,"['Adult', 'Hot-Headed', 'Mecha Pilot', 'Scar']"
1061,Ami MIZUNO,Blue Hair,Female,"['Analytical', 'Bookworm', 'Elemental Powers', 'Magical Girl', 'Secret Identity', 'Teenager', 'Water Powers']"
1062,Elicia HUGHES,Brown Hair,Female,"['Child', 'Pigtails']"
1063,Tet,Pink Hair,Male,"['Choker', 'Deity', 'Hat', 'Heterochromia', 'High Stakes Game Master', 'Immortal', 'Piercings', 'Teleportation Powers']"
1064,Boota,Brown Hair,Male,"['Animal', 'Sunglasses']"
1065,Asako NATSUME,Brown Hair,Female,"['High School Student', 'Teenager']"
1066,Jiji,Black Hair,Male,"['Animal', 'Cat']"
1067,Fay D. FLOURITE,Blonde Hair,Male,"['Magic User', 'Tattoo', 'Traveler', 'Twin']"
1068,Goblin Slayer,Grey Hair,Male,"['Analytical', 'Archer', 'Armor', 'Helmet', 'Muscular', 'Ruthless', 'Scar', 'Shield Wielder', 'Stoic', 'Sword Fighter', 'Weapon Master']"
1069,Rea SANKA,Black Hair,Female,"['Bandages', 'High School Student', 'School Idol', 'Teenager', 'Undead', 'Wealthy', 'Zombie']"
1070,Tomohiro NAGATSUKA,Green Hair,Male,"['High School Student', 'Small Stature', 'Teenager']"
1071,Ranga,Multicolored Hair,Male,"['Darkness Powers', 'Elemental Powers', 'Horns', 'Monster', 'Wolf']"
1072,Casca,Black Hair,Female,"['Dark-skinned', 'Mercenary', 'Warrior']"
1073,Natsuno YUUKI,Purple Hair,Male,"['High School Student', 'Teenager']"
1074,Lancer,Blue Hair,Male,"['Bloodthirsty', 'Immortal', 'Lancer', 'Magical Familiar', 'Piercings', 'Ponytail', 'Warrior']"
1075,Lan Wangji,Black Hair,Male,"['Adult', 'Gay', 'Hair Buns', 'Headband', 'Kuudere', 'LGBT+', 'Martial Artist', 'Musician', 'Scar', 'Seme', 'Stoic', 'Sword Fighter']"
1076,Seto KAIBA,Brown Hair,Male,"['Battle Gamer', 'Big Ego', 'Company President', 'High School Student', 'Inventor', 'Ruthless', 'Selfish', 'Teenager', 'Wealthy']"
1077,Wave,Blue Hair,Male,['Power Suit']
1078,Satoko HOUJOU,Blonde Hair,Female,"['Child', 'Cook', 'Elementary School Student', 'Headband', 'Mischievous', 'Orphan', 'Snaggletooth']"
1079,Ritsu,Purple Hair,Female,"['Artificial Intelligence (AI)', 'Assassin', 'Headband', 'Middle School Student', 'Robot', 'Transfer Student']"
1080,Nanachi,Brown Hair,,"['Animal Ears', 'Child', 'Cursebearer', 'Deadly Chef', 'Hat', 'Orphan', 'Rosy Cheeks', 'Tail']"
1081,Den ROCKBELL,Multicolored Hair,,"['Adult', 'Animal', 'Artificial Limb', 'Dog']"
1082,Yuga AOYAMA,Blonde Hair,Male,"['Flamboyant', 'High School Student', 'Superpowers', 'Teenager']"
1083,Shizuka HIRATSUKA,Black Hair,Female,"['Adult', 'Smoker', 'Teacher']"
1084,Naru KOTOISHI,Brown Hair,Female,"['Child', 'Hyperactive', 'Ponytail']"
1085,Kyoko HONDA,Orange Hair,Female,"['Adult', 'Blinding Bangs', 'Delinquent', 'Single Parent', 'Smoker']"
1086,Makkachin,Brown Hair,,"['Animal', 'Dog']"
1087,Shao May,Multicolored Hair,Female,"['Animal', 'Bear', 'Foreigner', 'Pandas']"
1088,Justin LAW,Blonde Hair,Male,"['Hat', 'Headphones', 'Priest', 'Shapeshifter']"
1089,Lancer,Black Hair,Male,"['Dual Wielder', 'Honorable Fighter', 'Immortal', 'Knight', 'Lancer', 'Magical Familiar', 'Mole', 'Warrior']"
1090,Rogue CHENEY,Black Hair,Male,"['Blinding Bangs', 'Cape', 'Darkness Powers', 'Elemental Powers', 'Magic User', 'Teenager']"
1091,Sheska,Brown Hair,Female,"['Bookworm', 'Glasses', 'Hair Antenna', 'Military', 'Photographic Memory']"
1092,Markl,Brown Hair,Male,"['Child', 'Magic User', 'Orphan']"
1093,Yuuko KANOE,Purple Hair,Female,"['Amnesia', 'Flirt', 'Ghost', 'Mischievous']"
1094,Sig CURTIS,Black Hair,Male,"['Adult', 'Facial Hair', 'Merchant', 'Muscular', 'Scar']"
1095,Isabella,Brown Hair,Female,"['Adult', 'Analytical', 'Hair Buns']"
1096,Rio FUTABA,Brown Hair,Female,"['Glasses', 'High School Student', 'Teenager']"
1097,Yuji SAKAMOTO,Red Hair,Male,"['Class Representative', 'High School Student', 'Teenager']"
1098,Rika MINAMI,Purple Hair,Female,"['Adult', 'Choker', 'Dark-skinned', 'Police', 'Smoker', 'Sniper']"
1099,Ira GAMAGOORI,Blonde Hair,Male,"['Abnormally Tall', 'Disciplinary Committee', 'Epic Eyebrows', 'High School Student', 'Masochistic', 'Muscular', 'Piercings', 'Student Council', 'Teenager']"
1100,Himiko,Blonde Hair,Female,"['Androphobia', 'Explosives Expert', 'Foreigner', 'High School Student', 'Teenager', 'Video Gamer']"
1101,Nagito KOMAEDA,White Hair,Male,"['Analytical', 'High School Student', 'Orphan', 'Wealthy']"
1102,Yushiro,Multicolored Hair,Male,"['Demon', 'Hot-Headed', 'Invisibility Powers']"
1103,Sorata KANDA,Brown Hair,Male,"['Animal Lover', 'High School Student', 'Teenager']"
1104,Minako AINO,Blonde Hair,Female,"['Athlete', 'Chain Fighter', 'Elemental Powers', 'Hair Ribbons', 'Light Powers', 'Magical Girl', 'Rapunzel Hair', 'Secret Identity', 'Teenager']"
1105,Nonon JAKUZURE,Pink Hair,Female,"['Hat', 'High School Student', 'Student Council', 'Teenager']"
1106,Claire STANFIELD,Red Hair,Male,"['Assassin', 'Athlete', 'Big Ego', 'Circus Performer', 'Flirt', 'Gymnast']"
1107,Yuuto KIBA,Blonde Hair,Male,"['Demon', 'High School Student', 'Mole', 'Sword Fighter', 'Teenager']"
1108,Rentaro SATOMI,Blue Hair,Male,"['Artificial Limb', 'Gunslinger', 'High School Student', 'Martial Artist', 'Orphan', 'Teenager']"
1109,Noelle SILVA,Grey Hair,Female,"['Choker', 'Elemental Powers', 'Knight', 'Magic User', 'Pigtails', 'Royalty', 'Teenager', 'Tsundere', 'Water Powers']"
1110,Rohan KISHIBE,,Male,"['Adult', 'Big Ego', 'Headband', 'Mangaka', 'Piercings', 'Writer']"
1111,Rose THOMAS,Multicolored Hair,Female,"['Hair Antenna', 'Teenager']"
1112,Toshio OZAKI,Brown Hair,Male,"['Adult', 'Analytical', 'Doctor', 'Smoker']"
1113,Bols,,Male,"['Cook', 'Masks', 'Muscular', 'Scar', 'Shy']"
1114,Black Rock Shooter,Black Hair,Female,"['Gunslinger', 'Pigtails', 'Scantily-clad', 'Stoic']"
1115,Yoshino HIMEKAWA,Blue Hair,Female,"['Puppeteer', 'Shy']"
1116,Junichirou TANIZAKI,Brown Hair,Male,"['Combat Illusionist', 'Piercings', 'Superpowers', 'Teenager']"
1117,Miyuki SHIBA,Black Hair,Female,"['Broken Record', 'Brother Complex', 'Elemental Powers', 'Fire Powers', 'Hair Ribbons', 'High School Student', 'Ice Powers', 'Magic User', 'Student Council', 'Teenager', 'Yamato Nadeshiko']"
1118,Muichirou TOKITOU,Multicolored Hair,Male,"['Airhead', 'Amnesia', 'Demon Hunter', 'Stoic', 'Sword Fighter', 'Teenager', 'Twin']"
1119,Kurome,Black Hair,Female,"['Necromancer', 'Sweet Tooth', 'Sword Fighter']"
1120,Maki OZE,Black Hair,Female,"['Elemental Powers', 'Firefighter', 'Fire Powers', 'Military Veteran', 'Muscular', 'Ponytail', 'Psychic Powers', 'Superpowers', 'Teenager']"
1121,Gol D Roger,Black Hair,Male,"['Adult', 'Eternal Optimist', 'Facial Hair', 'Hat', 'Magnificent Mustache', 'Pirate', 'Sailor', 'Scarf', 'Sword Fighter']"
1122,Akihiko KAYABA,Grey Hair,Male,"['Adult', 'High Stakes Game Master', 'Inventor']"
1123,Momo Belia DEVILUKE,Pink Hair,Female,"['Alien', 'Frequently-Naked', 'Pervert', 'Royalty', 'Tail', 'Teenager', 'Twin']"
1124,Sunako NAKAHARA,Black Hair,Female,"['Cook', 'Freckles', 'High School Student', 'Teenager']"
1125,Bisca MULAN,Green Hair,Female,"['Bandana', 'Gunslinger', 'Hat', 'Magic User']"
1126,Alzack CONNELL,Black Hair,Male,"['Blinding Bangs', 'Gunslinger', 'Magic User']"
1127,Ranmao,Black Hair,Female,"['Braids', 'Foreigner', 'Martial Artist', 'Stoic']"
1128,Timcampy,,Male,"['Sharp Teeth', 'Tail', 'Wings']"
1129,Videl,Black Hair,Female,"['Martial Artist', 'Wealthy']"
1130,Frau,Blonde Hair,Male,"['Human Guise', 'Magic User', 'Pervert', 'Piercings', 'Priest', 'Scythe Wielder']"
1131,Wanta,White Hair,Male,"['Animal', 'Dog']"
1132,Tomomi MASAOKA,Brown Hair,Male,"['Adult', 'Artificial Limb', 'Police', 'Scar']"
1133,Emporio IVANKOV,Purple Hair,,"['Abnormally Tall', 'Adult', 'Cape', 'Crossdresser', 'Crown', 'Flamboyant', 'Gloves', 'LGBT+', 'Non-Binary Gender', 'Superpowers', 'Tattoo', 'Verbal Tic']"
1134,Anna KUSHINA,White Hair,Female,"['Child', 'Gothic Lolita', 'Orphan', 'Superpowers']"
1135,Chifuyu MATSUNO,Blonde Hair,Male,"['Delinquent', 'Piercings']"
1136,Nyanta,Multicolored Hair,Male,"['Anthropomorphic', 'Cook', 'Dual Wielder', 'Person in a Strange World', 'Scarf', 'Sword Fighter', 'Verbal Tic', 'Video Gamer']"
1137,Lucoa,Multicolored Hair,Female,"['Dragon', 'Exotic Eyes', 'Hat', 'Heterochromia', 'Horns', 'Huge Breasts', 'Human Guise', 'Rosy Cheeks']"
1138,Wakatoshi USHIJIMA,Brown Hair,Male,"['Athlete', 'High School Student', 'Stoic', 'Team Captain', 'Teenager', 'Volleyball Player']"
1139,Hana,Black Hair,Female,"['Adult', 'Bookworm', 'Single Parent', 'Widow']"
1140,Rika SHIGUMA,Brown Hair,Female,"['Fujoshi', 'High School Student', 'Inventor', 'Otaku', 'Pervert', 'Scientist', 'Teenager', 'Video Gamer']"
1141,Elizabeth,,Male,['Alien']
1142,Fafnir,Black Hair,Male,"['Blinding Bangs', 'Dragon', 'Glasses', 'Human Guise', 'Shapeshifter', 'Video Gamer']"
1143,Frosch,Green Hair,,"['Animal', 'Animal Hood', 'Cat', 'Magic User', 'Rosy Cheeks']"
1144,Arthur LEYWIN,Red Hair,Male,"['Analytical', 'Charismatic', 'Earth Powers', 'Elemental Powers', 'Fire Powers', 'Ice Powers', 'Lightning Powers', 'Magic User', 'Monster Tamer', 'Person in a Strange World', 'Sword Fighter', 'Tattoo', 'Warrior', 'Water Powers', 'Wind Powers']"
1145,Ayase ARAGAKI,Black Hair,Female,"['Middle School Student', 'Model', 'Rosy Cheeks', 'Teenager']"
1146,Giorno GIOVANNA,Blonde Hair,Male,"['Gangster', 'Piercings', 'Teenager']"
1147,Naotsugu,Grey Hair,Male,"['Armor', 'Person in a Strange World', 'Pervert', 'Shield Wielder', 'Sword Fighter', 'Video Gamer']"
1148,Ultear MILKOVICH,Black Hair,Female,"['Choker', 'Magic User', 'Time Manipulator']"
1149,Junpei YOSHINO,Brown Hair,Male,"['Blinding Bangs', 'High School Student', 'Teenager']"
1150,Liliruca ARDE,Brown Hair,Female,"['Gloves', 'Magic User', 'Orphan', 'Poor', 'Teenager']"
1151,Trisha ELRIC,Brown Hair,Female,"['Adult', 'Ponytail']"
1152,Nemu KUROTSUCHI,Black Hair,Female,"['Agent of the Afterlife', 'Choker', 'Gloves', 'Ponytail', 'Shinigami', 'Stoic']"
1153,Roberta,Purple Hair,Female,"['Adult', 'Braids', 'Glasses', 'Gloves', 'Gunslinger', 'Maid', 'Pigtails', 'Ruthless']"
1154,Naoya TESHIGAWARA,Brown Hair,Male,"['Comic Relief', 'Middle School Student', 'Teenager']"
1155,Akuto SAI,Brown Hair,Male,"['Disciplinary Committee', 'High School Student', 'Magic User', 'Orphan', 'Scar', 'Teenager', 'Transfer Student']"
